路径ID,路径描述,间接效应均值,间接效应HDI下限,间接效应HDI上限,间接效应标准差,直接效应均值,直接效应HDI下限,直接效应HDI上限,直接效应标准差,总效应均值,总效应HDI下限,总效应HDI上限,总效应标准差,中介比例,中介比例百分比,主要影响类型,影响强度,间接效应方向,直接效应方向,中介类型,显著性概率,是否显著,正向效应概率,负向效应概率,结论
379,疾病_尿毒症 → 疾病_高血压 → 疾病_肝囊肿,-0.018,-0.0472,0.0079,0.0148,-0.0249,-0.1445,0.0848,0.0624,-0.0428,-0.1509,0.0742,0.061,-2.4576,-245.8,直接影响,强,负向中介,负向直接效应,完全中介,0.9025,否,0.0975,0.9025,该路径的中介效应不显著。 中介效应强度为完全中介，中介比例为-245.8%。
380,疾病_尿毒症 → 检验_淋巴细胞数量 → 检验_淋巴细胞比率,0.1502,0.0955,0.205,0.0299,0.0921,-0.0134,0.2,0.0577,0.2423,0.1394,0.3602,0.0577,0.6535,65.4,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为65.4%。
381,疾病_尿毒症 → 检验_淋巴细胞数量 → 检验_直接胆红素,0.0839,0.0384,0.1354,0.0258,0.1425,0.0301,0.2625,0.0615,0.2264,0.1135,0.3322,0.0584,0.3934,39.3,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为39.3%。
382,疾病_尿毒症 → 检验_淋巴细胞数量 → 检验_碳酸氢盐,0.0139,-0.031,0.0607,0.0235,0.1067,-0.0148,0.2243,0.0645,0.1205,0.0028,0.2242,0.0598,0.0314,3.1,直接影响,强,正向中介,正向直接效应,弱中介,0.725,否,0.725,0.275,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为3.1%。
383,疾病_尿毒症 → 检验_肌酐 → 疾病_腔隙性脑梗死,-0.0503,-0.0924,-0.0094,0.0223,-0.0094,-0.1255,0.1038,0.0603,-0.0597,-0.1673,0.046,0.0564,-0.2527,-25.3,间接影响（中介效应）,强,负向中介,负向直接效应,部分中介,0.9935,是,0.0065,0.9935,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为-25.3%。
384,疾病_尿毒症 → 检验_红细胞平均体积 → 检验_平均血红蛋白含量,0.1718,0.1072,0.2281,0.0331,-0.1116,-0.2081,0.0011,0.056,0.0602,-0.0417,0.1708,0.0572,24.1047,2410.5,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为2410.5%。
385,疾病_肺部感染 → 疾病_低钾血症 → 疾病_心功能,0.083,0.0405,0.1356,0.025,-0.089,-0.2117,0.0166,0.0608,-0.0061,-0.1111,0.1016,0.0576,0.0455,4.6,直接影响,强,正向中介,负向直接效应,弱中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为4.6%。
386,疾病_肺部感染 → 疾病_低钾血症 → 检验_钾,0.1013,0.053,0.1536,0.0268,0.0813,-0.0301,0.1944,0.0602,0.1826,0.077,0.2901,0.0578,0.6144,61.4,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为61.4%。
387,疾病_肺部感染 → 检验_血小板 → 药物_维生素C注射液,0.0232,0.0028,0.0466,0.0123,0.3393,0.2304,0.4403,0.0566,0.3625,0.2506,0.4633,0.0562,0.0651,6.5,直接影响,强,正向中介,正向直接效应,弱中介,0.9935,是,0.9935,0.0065,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为6.5%。
388,疾病_肺部感染 → 检验_血小板 → 检验_血小板比容,0.0618,0.0182,0.104,0.023,-0.1105,-0.213,0.0007,0.0561,-0.0486,-0.1574,0.0616,0.0591,0.2487,24.9,直接影响,强,正向中介,负向直接效应,部分中介,0.999,是,0.999,0.001,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为24.9%。
389,疾病_肺部感染 → 检验_镁 → 检验_碳酸氢盐,0.016,-0.0069,0.0413,0.0134,0.0828,-0.0337,0.1846,0.0575,0.0988,-0.0162,0.2071,0.0588,0.2497,25.0,直接影响,强,正向中介,正向直接效应,部分中介,0.908,否,0.908,0.092,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为25.0%。
390,疾病_非毒性多个甲状腺结节 → 疾病_血糖控制不佳 → 药物_精蛋白生物合成人胰岛素注射液,0.0388,-0.0052,0.084,0.0237,-0.0019,-0.127,0.1106,0.0622,0.0369,-0.0734,0.142,0.0578,-0.2305,-23.1,间接影响（中介效应）,强,正向中介,负向直接效应,部分中介,0.9545,是,0.9545,0.0455,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为-23.1%。
391,疾病_非毒性多个甲状腺结节 → 疾病_脂肪肝 → 疾病_胆囊结石,0.1017,0.0569,0.148,0.0255,0.0017,-0.1027,0.1108,0.0577,0.1034,0.0005,0.2122,0.0571,2.1554,215.5,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为215.5%。
392,疾病_非毒性多个甲状腺结节 → 疾病_脂肪肝 → 检验_C反应蛋白,-0.0612,-0.1048,-0.0263,0.0213,-0.0122,-0.1324,0.0929,0.0608,-0.0734,-0.186,0.0344,0.0595,-1.1501,-115.0,间接影响（中介效应）,强,负向中介,负向直接效应,完全中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为-115.0%。
393,疾病_非毒性多个甲状腺结节 → 疾病_脂肪肝 → 疾病_糖尿病性周围血管病,0.0688,0.0306,0.1101,0.0215,0.1595,0.0542,0.2734,0.0594,0.2284,0.1248,0.3359,0.0577,0.3223,32.2,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为32.2%。
394,疾病_非毒性多个甲状腺结节 → 疾病_脂肪肝 → 疾病_肺恶性肿瘤,0.0697,0.0319,0.1142,0.0221,0.0824,-0.0293,0.1876,0.0585,0.1521,0.0487,0.2581,0.0566,0.5237,52.4,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为52.4%。
395,疾病_非毒性多个甲状腺结节 → 检验_红细胞压积 → 检验_红细胞分布宽度CV,-0.1009,-0.1492,-0.0561,0.0258,-0.0582,-0.1651,0.0434,0.0565,-0.1591,-0.2643,-0.0515,0.0578,0.697,69.7,间接影响（中介效应）,强,负向中介,负向直接效应,部分中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为69.7%。
396,疾病_非毒性多个甲状腺结节 → 检验_红细胞压积 → 检验_红细胞,-0.1413,-0.2018,-0.0893,0.0308,0.0148,-0.0876,0.1143,0.0531,-0.1265,-0.2369,-0.0214,0.0579,1.0976,109.8,间接影响（中介效应）,强,负向中介,正向直接效应,完全中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为109.8%。
397,疾病_非毒性多个甲状腺结节 → 检验_红细胞压积 → 检验_直接胆红素,-0.0177,-0.0499,0.0137,0.0169,-0.0276,-0.1454,0.087,0.0612,-0.0453,-0.1593,0.0629,0.0589,0.0283,2.8,直接影响,强,负向中介,负向直接效应,弱中介,0.862,否,0.138,0.862,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为2.8%。
398,疾病_非毒性多个甲状腺结节 → 检验_红细胞压积 → 药物_碳酸氢钠片,-0.0504,-0.0902,-0.018,0.0189,0.1245,0.0184,0.2423,0.0594,0.0741,-0.0364,0.1837,0.0581,-0.5352,-53.5,直接影响,强,负向中介,正向直接效应,部分中介,0.9985,是,0.0015,0.9985,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-53.5%。
399,疾病_非毒性多个甲状腺结节 → 疾病_老年性白内障 → 疾病_白内障,0.0581,0.0234,0.0991,0.0207,0.1369,0.0284,0.2348,0.0552,0.195,0.0856,0.3021,0.0577,0.3962,39.6,直接影响,强,正向中介,正向直接效应,部分中介,0.9985,是,0.9985,0.0015,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为39.6%。
400,疾病_非毒性多个甲状腺结节 → 疾病_老年性白内障 → 检验_大型血小板比率,0.0746,0.0312,0.1219,0.0247,-0.0874,-0.1861,0.0176,0.0549,-0.0128,-0.1285,0.0836,0.0572,-1.073,-107.3,直接影响,强,正向中介,负向直接效应,完全中介,0.9995,是,0.9995,0.0005,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为完全中介，中介比例为-107.3%。
401,药物_阿司匹林肠溶片 → 疾病_重度骨质疏松 → 药物_骨化三醇胶丸,-0.0655,-0.1269,-0.0055,0.0333,0.0245,-0.069,0.1158,0.0496,-0.041,-0.1537,0.0584,0.0577,1.1788,117.9,间接影响（中介效应）,强,负向中介,正向直接效应,完全中介,0.978,是,0.022,0.978,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为117.9%。
402,药物_阿司匹林肠溶片 → 疾病_重度骨质疏松 → 药物_碳酸钙片,-0.0453,-0.0886,0.0,0.0231,0.0503,-0.0557,0.1445,0.053,0.005,-0.1061,0.1064,0.0571,0.4858,48.6,直接影响,强,负向中介,正向直接效应,部分中介,0.976,是,0.024,0.976,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为48.6%。
403,药物_阿司匹林肠溶片 → 药物_阿托伐他汀钙片 → 药物_硫酸氢氯吡格雷片,0.0758,0.0326,0.1203,0.0232,0.1367,0.025,0.2528,0.0598,0.2125,0.1079,0.3258,0.0578,0.3829,38.3,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为38.3%。
404,药物_阿司匹林肠溶片 → 药物_阿托伐他汀钙片 → 疾病_心律失常,-0.0199,-0.0603,0.017,0.0206,0.033,-0.0965,0.145,0.0637,0.0132,-0.0985,0.1242,0.0597,-0.1509,-15.1,直接影响,强,负向中介,正向直接效应,弱中介,0.8405,否,0.1595,0.8405,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为-15.1%。
405,药物_骨化三醇胶丸 → 药物_碳酸钙片 → 疾病_糖尿病性视网膜病变,0.0746,0.0248,0.1266,0.0274,-0.0313,-0.1555,0.0812,0.0635,0.0433,-0.0722,0.1459,0.058,6.0504,605.0,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.999,是,0.999,0.001,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为605.0%。
406,药物_骨化三醇胶丸 → 药物_酒石酸美托洛尔片 → 药物_富马酸比索洛尔片,-0.0312,-0.066,0.0061,0.0192,0.0521,-0.0557,0.172,0.0616,0.021,-0.0878,0.1305,0.0592,-0.4397,-44.0,直接影响,强,负向中介,正向直接效应,部分中介,0.955,是,0.045,0.955,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-44.0%。
407,药物_骨化三醇胶丸 → 药物_酒石酸美托洛尔片 → 药物_硝苯地平缓释片,0.0481,0.0116,0.0842,0.0194,-0.0346,-0.1404,0.0781,0.0593,0.0135,-0.0865,0.1239,0.0571,0.4881,48.8,间接影响（中介效应）,强,正向中介,负向直接效应,部分中介,0.996,是,0.996,0.004,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为48.8%。
408,检验_尿酸 → 疾病_高尿酸血症 → 药物_碳酸氢钠片,0.0851,0.0411,0.1331,0.0246,0.0128,-0.1062,0.1164,0.0589,0.0979,-0.021,0.2049,0.061,0.7932,79.3,间接影响（中介效应）,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为部分中介，中介比例为79.3%。
409,检验_尿酸 → 疾病_高尿酸血症 → 药物_硝苯地平控释片,0.0794,0.0372,0.1254,0.0238,-0.012,-0.1125,0.1008,0.0562,0.0674,-0.0398,0.1729,0.0576,1.5256,152.6,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为152.6%。
410,检验_尿酸 → 疾病_重度骨质疏松 → 药物_骨化三醇胶丸,0.0136,-0.0451,0.0761,0.0325,-0.0325,-0.1264,0.0596,0.0496,-0.0189,-0.1296,0.0897,0.0591,-0.2741,-27.4,直接影响,强,正向中介,负向直接效应,部分中介,0.6665,否,0.6665,0.3335,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为-27.4%。
411,检验_尿酸 → 疾病_重度骨质疏松 → 药物_碳酸钙片,0.0094,-0.029,0.0503,0.0217,-0.0391,-0.1314,0.0663,0.0534,-0.0297,-0.1373,0.0799,0.0587,0.3588,35.9,直接影响,强,正向中介,负向直接效应,部分中介,0.66,否,0.66,0.34,该路径的中介效应不显著。 中介效应强度为部分中介，中介比例为35.9%。
412,检验_尿酸 → 疾病_慢性胃炎 → 疾病_结肠息肉,-0.0263,-0.0557,-0.0005,0.0152,-0.0833,-0.1859,0.0256,0.0562,-0.1096,-0.2208,-0.003,0.0574,-0.1393,-13.9,直接影响,强,负向中介,负向直接效应,弱中介,0.976,是,0.024,0.976,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为-13.9%。
413,药物_贞芪扶正 → 疾病_肺恶性肿瘤 → 疾病_前列腺增生,0.0418,0.0096,0.0805,0.019,-0.1544,-0.2627,-0.022,0.0632,-0.1126,-0.2225,0.003,0.0603,-0.4164,-41.6,直接影响,强,正向中介,负向直接效应,部分中介,0.9945,是,0.9945,0.0055,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为-41.6%。
414,药物_贞芪扶正 → 疾病_肺恶性肿瘤 → 疾病_恶性肿瘤维持性化学治疗,0.0649,0.0259,0.1029,0.0208,0.2165,0.1118,0.3269,0.0567,0.2814,0.1771,0.3854,0.0553,0.2392,23.9,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为23.9%。
415,药物_贞芪扶正 → 疾病_肺恶性肿瘤 → 检验_单核细胞数量,0.0139,-0.02,0.047,0.0175,-0.0401,-0.159,0.0653,0.061,-0.0262,-0.1413,0.0749,0.0581,0.0732,7.3,直接影响,强,正向中介,负向直接效应,弱中介,0.7995,否,0.7995,0.2005,该路径的中介效应不显著。 中介效应强度为弱中介，中介比例为7.3%。
416,药物_贞芪扶正 → 疾病_恶性肿瘤维持性化学治疗 → 检验_尿酸,0.0614,0.0252,0.1036,0.0209,-0.0627,-0.174,0.0514,0.0607,-0.0013,-0.1017,0.1191,0.0581,-0.0943,-9.4,直接影响,强,正向中介,负向直接效应,弱中介,1.0,是,1.0,0.0,该路径存在显著的负向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为-9.4%。
417,疾病_重度骨质疏松 → 药物_骨化三醇胶丸 → 疾病_类风湿性关节炎,0.1541,0.0814,0.2313,0.04,0.2181,0.0995,0.3409,0.0655,0.3722,0.2673,0.4724,0.0553,0.4227,42.3,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为42.3%。
418,疾病_重度骨质疏松 → 药物_骨化三醇胶丸 → 药物_碳酸钙片,0.161,0.0863,0.2299,0.0382,0.2289,0.1105,0.3406,0.0621,0.3898,0.2904,0.4821,0.0519,0.4197,42.0,直接影响,强,正向中介,正向直接效应,部分中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为部分中介，中介比例为42.0%。
419,疾病_重度骨质疏松 → 药物_骨化三醇胶丸 → 药物_酒石酸美托洛尔片,0.182,0.1035,0.2589,0.0417,-0.0476,-0.1813,0.0706,0.067,0.1344,0.0374,0.2426,0.0563,4.0703,407.0,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为407.0%。
420,疾病_重度骨质疏松 → 药物_碳酸钙片 → 药物_骨化三醇胶丸,0.0876,0.0453,0.134,0.0234,0.4823,0.389,0.5795,0.0512,0.5699,0.4753,0.6583,0.0479,0.1544,15.4,直接影响,强,正向中介,正向直接效应,弱中介,1.0,是,1.0,0.0,该路径存在显著的正向直接效应，主要通过直接影响发挥作用。 中介效应强度为弱中介，中介比例为15.4%。
421,疾病_重度骨质疏松 → 药物_碳酸钙片 → 疾病_糖尿病性视网膜病变,0.0702,0.0243,0.1221,0.0261,-0.0344,-0.1619,0.0749,0.0634,0.0357,-0.0797,0.1399,0.0585,-1.0215,-102.2,间接影响（中介效应）,强,正向中介,负向直接效应,完全中介,0.9995,是,0.9995,0.0005,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为-102.2%。
422,检验_葡萄糖 → 疾病_肝囊肿 → 疾病_结肠息肉,-0.0538,-0.085,-0.0198,0.0178,-0.0082,-0.121,0.0993,0.0585,-0.0621,-0.1734,0.0507,0.0591,0.0343,3.4,间接影响（中介效应）,强,负向中介,负向直接效应,弱中介,1.0,是,0.0,1.0,该路径存在显著的负向中介，主要通过间接影响发挥作用。 中介效应强度为弱中介，中介比例为3.4%。
423,检验_葡萄糖 → 疾病_糖尿病 → 疾病_糖尿病性周围神经病,0.158,0.0932,0.2155,0.0326,0.0519,-0.0687,0.1631,0.0614,0.2099,0.1098,0.3208,0.0568,0.8225,82.3,间接影响（中介效应）,强,正向中介,正向直接效应,完全中介,1.0,是,1.0,0.0,该路径存在显著的正向中介，主要通过间接影响发挥作用。 中介效应强度为完全中介，中介比例为82.3%。
